interpro_acc	interpro_desc	hit_rows	unique_proteins
IPR027032	Twinkle-like protein	3	3
IPR027075	Cleavage and polyadenylation specificity factor subunit 2	3	3
IPR027110	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial-type	3	3
IPR027165	Condensin complex subunit 3	3	3
IPR027303	Glutamine synthetase, glycine-rich site	3	3
IPR028651	ING family	3	3
IPR028747	Cation channel sperm-associated protein 2	3	3
IPR029008	ER membrane protein complex subunit 6-like	3	3
IPR029067	CDC48 domain 2-like superfamily	3	3
IPR029072	YebC-like	3	3
IPR029175	Exocyst complex component EXOC2/Sec5	3	3
IPR029240	MMS19, N-terminal	3	3
IPR030457	ELO family, conserved site	3	3
IPR031120	WD repeat HIR1-like	3	3
IPR031121	KH domain containing protein RIK/BLOM7	3	3
IPR031309	Large ribosomal subunit protein uL5, C-terminal	3	3
IPR031336	Cell division control protein 73, C-terminal	3	3
IPR031660	C-terminal associated domain of TOPRIM	3	3
IPR032098	Acyltransferase, C-terminal domain	3	3
IPR032197	Ubiquitin-like modifier-activating enzyme Atg7, N-terminal	3	3
IPR032282	Hydroxyacylglutathione hydrolase, C-terminal domain	3	3
IPR032378	ZC3H15/TMA46 family, C-terminal	3	3
IPR032413	Atypical Arm repeat	3	3
IPR032421	Protein O-mannosyl-transferase, C-terminal four TM domain	3	3
IPR032454	Histone H2A, C-terminal domain	3	3
IPR032458	Histone H2A conserved site	3	3
IPR032678	tRNA synthetases class I, catalytic domain	3	3
IPR032816	VTT domain	3	3
IPR033658	Glutaredoxin, PICOT-like	3	3
IPR033755	PdxS/SNZ N-terminal domain	3	3
IPR033847	ATP-citrate lyase/succinyl-CoA ligase, conserved site	3	3
IPR033923	p21 activated kinase binding domain	3	3
IPR033961	Exocyst complex component Exo84	3	3
IPR033979	MINDY deubiquitinase domain	3	3
IPR034922	RNA exonuclease 1-like, exonuclease domain	3	3
IPR035085	Urocanase, Rossmann-like domain	3	3
IPR035246	Spermidine synthase, tetramerisation domain	3	3
IPR035309	Proteasome activator complex subunit 4	3	3
IPR035649	EFG, domain V	3	3
IPR035984	Acyl-CoA binding protein superfamily	3	3
IPR035987	Small ribosomal subunit protein uS8 superfamily	3	3
IPR035991	Casein kinase II subunit beta-like	3	3
IPR035996	Tetrapyrrole methylase superfamily	3	3
IPR036068	Nicotinate phosphoribosyltransferase-like, C-terminal	3	3
IPR036086	ParB/Sulfiredoxin superfamily	3	3
IPR036121	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily	3	3
IPR036155	Cryptochrome/photolyase, N-terminal domain superfamily	3	3
IPR036264	Bacterial exopeptidase dimerisation domain	3	3
IPR036967	Small ribosomal subunit protein uS11 superfamily	3	3
IPR036986	RNA-binding S4 domain superfamily	3	3
IPR037056	Ribonuclease H1, N-terminal domain superfamily	3	3
IPR037141	NDT80 DNA-binding domain superfamily	3	3
IPR037163	Spermidine synthase, tetramerisation domain superfamily	3	3
IPR037198	MutL, C-terminal domain superfamily	3	3
IPR037212	Mediator complex, subunit Med7/Med21-like	3	3
IPR037227	Endoribonuclease EndoU-like	3	3
IPR037282	F-actin-capping protein subunit alpha/beta	3	3
IPR037289	Elongator complex protein 2	3	3
IPR037516	Tripartite DENN domain	3	3
IPR037675	GPI ethanolamine phosphate transferase 3, N-terminal	3	3
IPR037869	Spp1/CFP1	3	3
IPR038103	Cell division control protein 73, C-terminal domain superfamily	3	3
IPR038135	Methylthiotransferase, N-terminal domain superfamily	3	3
IPR038156	Phytochelatin synthase, N-terminal domain superfamily	3	3
IPR038213	IFI6/IFI27-like domain superfamily	3	3
IPR038253	SRP68, N-terminal domain superfamily	3	3
IPR038324	Rpb4/RPC9 superfamily	3	3
IPR038364	Urocanase, central domain superfamily	3	3
IPR038375	Protein arginine methyltransferase NDUFAF7 superfamily	3	3
IPR038491	Velvet domain superfamily	3	3
IPR038577	GT10-like, C-terminal domain superfamily	3	3
IPR038635	CCR4-NOT complex subunit 2/3/5, C-terminal domain superfamily	3	3
IPR038704	YEATS superfamily	3	3
IPR038729	Rad50/SbcC-type AAA domain	3	3
IPR039223	Protein AATF/Bfr2	3	3
IPR039241	Ribosomal RNA-processing protein Rrp9-like	3	3
IPR039308	Growth arrest-specific protein 8	3	3
IPR039360	Ras GTPase-activating protein	3	3
IPR039429	Serine hydroxymethyltransferase-like domain	3	3
IPR039505	Dynein regulatory complex protein 1/2, N-terminal	3	3
IPR039524	GPI ethanolamine phosphate transferase 3	3	3
IPR039544	Tim44-like	3	3
IPR039558	Prolyl 3,4-dihydroxylase TPA1/OFD1, N-terminal domain	3	3
IPR039627	Mitochondrial escape protein 2	3	3
IPR039768	Ribosomal export protein Nmd3	3	3
IPR039787	Poly(U)-specific endoribonuclease	3	3
IPR039844	Nucleolar pre-ribosomal-associated protein 1	3	3
IPR039891	von Willebrand factor A domain-containing protein 8	3	3
IPR039893	Centrosomal protein of 120kDa-like	3	3
IPR039977	Histone-lysine N-methyltransferase Suv4-20/Set9	3	3
IPR040045	Cytoplasmic dynein 2 light intermediate chain 1	3	3
IPR040168	Not2/Not3/Not5	3	3
IPR040176	RING finger protein RNF121/RNF175	3	3
IPR040213	GIR2-like	3	3
IPR040409	Phytochelatin synthase	3	3
IPR040458	Vacuolar import/degradation Vid27	3	3
IPR040577	Glutamine synthetase, C-terminal	3	3
IPR040706	MYST, zinc finger domain	3	3
IPR040992	5'-3' exoribonuclease 1, D1 domain	3	3
IPR041609	Phosphoribosylformylglycinamidine synthase, linker domain	3	3
IPR041623	NOG1, N-terminal helical domain	3	3
IPR041706	YchF, N-terminal	3	3
IPR041938	Histone-lysine N-methyltransferase, N-terminal domain	3	3
IPR041988	Large ribosomal subunit protein uL24, KOW domain	3	3
IPR042044	EXOC6/PINT-1/Sec15/Tip20, C-terminal, domain 2	3	3
IPR042096	Dihydroxy-acid dehydratase, C-terminal	3	3
IPR042102	RNA polymerase Rpb1, domain 3 superfamily	3	3
IPR042103	Serine-tRNA synthetase, type1, N-terminal domain superfamily	3	3
IPR042109	Adenylosuccinate synthetase, domain 1	3	3
IPR042239	Nop, C-terminal domain	3	3
IPR042276	F-actin-capping protein subunit alpha/beta, domain 2	3	3
IPR042299	Ufd1-like, Nn domain	3	3
IPR042460	DCN1-like, PONY binding domain	3	3
IPR042516	Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding domain superfamily	3	3
IPR042572	Carnitine o-acyltransferase, N-terminal	3	3
IPR043138	Gamma-glutamyltranspeptidase, large subunit	3	3
IPR043164	Large ribosomal subunit protein uL10-like, insertion domain superfamily	3	3
IPR043172	Prp8 RNase domain IV, palm region	3	3
IPR043202	Band-7 stomatin-like	3	3
IPR043359	C2H2-type zinc-finger protein GLI-like	3	3
IPR043360	PP2B	3	3
IPR044089	Magnesium transporter Alr1-like	3	3
IPR044189	Exportin 4/7-like	3	3
IPR044285	Periodic tryptophan protein 1	3	3
IPR044294	Lipase-like	3	3
IPR044570	Histone-lysine N-methyltransferase Set1-like	3	3
IPR044641	Sm-like protein Lsm7/SmG	3	3
IPR044893	RNA polymerase Rpb1, clamp domain superfamily	3	3
IPR045014	Transmembrane protein 41A/B	3	3
IPR045052	Copine	3	3
IPR045056	Nucleolar protein Nop56/Nop58	3	3
IPR045107	SAC3/GANP/THP3	3	3
IPR045112	Protein Peter Pan-like	3	3
IPR045113	RNA polymerase subunit Rpb7-like	3	3
IPR045132	Ubiquitin conjugation factor E4	3	3
IPR045151	DDB1- and CUL4-associated factor 8-like	3	3
IPR045162	Serine/threonine-protein kinase Vps15-like	3	3
IPR045178	Transcription regulator Fhl1/FHA1	3	3
IPR045196	Translation initiation factor IF2/IF5	3	3
IPR045214	Surfeit locus 1/4	3	3
IPR045246	Argonaute-like, PIWI domain	3	3
IPR045255	Ran binding protein RanBP1-like	3	3
IPR045266	Copper-dependent monooxygenases, DOMON domain	3	3
IPR045307	ADCK1-like domain	3	3
IPR045853	Peptide chain release factor class I superfamily	3	3
IPR045872	ADP-ribosylation factor 1-5	3	3
IPR045875	Nuclear transport factor 2	3	3
IPR045888	Endoplasmic reticulum vesicle transporter	3	3
IPR046455	Sec7/BIG1-like, C-terminal domain	3	3
IPR046523	U3 small nucleolar RNA-associated protein 20 domain	3	3
IPR046807	Tra1, HEAT repeat central region	3	3
IPR047007	5'-3' exoribonuclease 1, D1 domain superfamily	3	3
IPR047150	SGT	3	3
IPR047242	Pre-mRNA splicing factor component CDC5L/Cef1	3	3
IPR048392	Exosome RNA helicase MTR4-like, stalk	3	3
IPR048617	Midasin, lid domain 4	3	3
IPR049315	Glycine cleavage system P-protein, N-terminal domain	3	3
IPR049943	Serine hydroxymethyltransferase-like	3	3
IPR050064	Imidazole glycerol phosphate synthase HisA/HisF	3	3
IPR050116	DNA polymerase type-Y	3	3
IPR050202	Cytidine and Deoxycytidylate Deaminase	3	3
IPR050209	Rab GTPases family involved in membrane trafficking	3	3
IPR050215	Thiolase-like superfamily, Thiolase	3	3
IPR050231	Iron/ascorbate-dependent oxidoreductase	3	3
IPR050247	Methionine Aminopeptidase Type 2	3	3
IPR050281	Flavin monoamine oxidase and related enzymes	3	3
IPR050311	Origin recognition complex 1/Cell division control protein 6	3	3
IPR050323	Universal ribosomal protein uL10	3	3
IPR050324	CDP-alcohol phosphatidyltransferase class-I	3	3
IPR050371	Fungal extracellular virulence-associated metalloproteinases	3	3
IPR050446	FAD-dependent Oxidoreductases and Apoptosis Regulators	3	3
IPR050454	RTT106/SSRP1 Histone Chaperone/FACT Complex	3	3
IPR050464	Zeta Carotene Desaturase and Related Oxidoreductases	3	3
IPR050479	Cytochrome P450, families 11 and 27	3	3
IPR050498	Photosystem I assembly protein Ycf3	3	3
IPR050502	Eukaryotic RNA-binding	3	3
IPR050543	Eukaryotic Initiation Factor 2 Gamma Subunit	3	3
IPR050577	MAPR/Neuferricin/Neudesin-like	3	3
IPR050582	HAD-like hydrolase superfamily, SerB	3	3
IPR050587	GNT1/Glycosyltransferase 8	3	3
IPR050667	Pentatricopeptide repeat-containing protein	3	3
IPR050700	YIM1 and Zinc-containing Alcohol Dehydrogenase Families	3	3
IPR050711	Electron transfer and nitrogen metabolism enzyme	3	3
IPR050731	HRD1 family E3 ubiquitin-protein ligases	3	3
IPR050743	2-oxoacid dehydrogenase family, E2 component	3	3
IPR050795	Asparagine Synthetase	3	3
IPR050839	Rho-associated Serine/Threonine Kinase	3	3
IPR050840	Adaptor Complexes Large Subunit	3	3
IPR050846	TLC domain-containing	3	3
IPR050904	Cell adhesion and biosynthesis-related protein	3	3
IPR050914	Small nuclear ribonucleoprotein-associated SmB/NAA38-like	3	3
IPR050915	MAP kinase kinase	3	3
IPR050925	Rhomboid protease S54	3	3
IPR050930	Major Facilitator Superfamily Vesicular Transporter	3	3
IPR050973	Histone-lysine N-methyltransferase, H3 Lys-9 specific	3	3
IPR050989	Rap1/Ran GTPase-activating	3	3
IPR051007	creA/MIG C2H2-type Zinc-Finger	3	3
IPR051023	Protein Phosphatase 2A Regulatory Subunit A	3	3
IPR051027	Basic leucine zipper (bZIP) transcription factors	3	3
IPR051028	Mitochondrial Solute Carrier	3	3
IPR051030	Vitamin B12-binding component of ABC transporter	3	3
IPR051061	Zinc finger transcriptional regulators	3	3
IPR051136	Intracellular Lectin and Glycoprotein Transporter	3	3
IPR051182	Eukaryotic NMN adenylyltransferase	3	3
IPR051185	Abnormal Spindle-like Microcephaly-associated	3	3
IPR051242	WD repeat and EF-hand domain-containing protein	3	3
IPR051264	FAD-binding Oxidoreductase/Transferase Type 4	3	3
IPR051270	Tyrosine-tRNA ligase and regulatory protein	3	3
IPR051272	RIO-type Ser/Thr kinase	3	3
IPR051316	Zinc-regulated GTPase metalloprotein activator	3	3
IPR051415	Lysosomal/Vacuolar Amino Acid Transporter 1	3	3
IPR051426	Peflin/Sorcin Calcium-Binding	3	3
IPR051458	Cytosolic and Metallo Dipeptidase	3	3
IPR051462	CBS domain-containing protein	3	3
IPR051492	Dynamin-binding and Rho GEF	3	3
IPR051506	Atos Homolog Transcription Regulators	3	3
IPR051570	TBC1 domain family involved in cilium biogenesis	3	3
IPR051628	Linear Ubiquitination-Associated E3 Ligases	3	3
IPR051642	Regulatory protein SWI6-like	3	3
IPR051716	Plant receptor-like serine/threonine kinase	3	3
IPR051742	Ribosomal Assembly Factor uL10	3	3
IPR051848	Polygalacturonase-Inhibiting Protein	3	3
IPR051964	Multifunctional chaperone and stress response protein	3	3
IPR052102	Enkurin domain-containing protein	3	3
IPR052127	STE12 transcription factor	3	3
IPR052356	Thiol S-methyltransferase	3	3
IPR052394	Leucine-rich repeat-containing protein	3	3
IPR052527	Heavy metal cation-efflux system component	3	3
IPR052547	Mitochondrial Isobutyryl-CoA Dehydrogenase	3	3
IPR052603	EF-hand calcium-binding domain-containing protein 6	3	3
IPR052614	Cilia-Flagella-Associated Protein 65	3	3
IPR052706	Membrane-associated Transporter-like	3	3
IPR052740	Carbohydrate Esterase 4	3	3
IPR052833	Telomeric DNA-binding and transcriptional regulator	3	3
IPR053036	Cell Cycle and DNA Repair Regulator	3	3
IPR053201	Flavunoidine biosynthesis N-methyltransferase	3	3
IPR053246	Nuclear speckle splicing regulatory protein	3	3
IPR053905	Elongation factor G-like, domain II	3	3
IPR053952	K+ potassium transporter, C-terminal domain	3	3
IPR054000	Mixed lineage kinase domain-like, N-terminal domain	3	3
IPR054295	Chitin synthase 4-like domain	3	3
IPR054573	Phosphatase PP2A regulatory subunit A/Splicing factor 3B subunit 1-like, HEAT repeat	3	3
IPR054722	Retrovirus-related Pol polyprotein from transposon TNT 1-94-like, beta-barrel domain	3	3
IPR055135	Protein arginine N-methyltransferase domain	3	3
IPR055181	FGAR-AT, PurM N-terminal-like domain	3	3
IPR055270	Fucosyltransferase, C-terminal	3	3
IPR055439	EML-like, first beta-propeller domain	3	3
IPR056157	IFT80/172/WDR35, TPR domain	3	3
IPR056176	COPA/B, TPR domain	3	3
IPR056327	ARMC9, CTLH-like domain	3	3
IPR056366	Large ribosomal subunit protein eL24	3	3
IPR056435	DNA polymerase delta/zeta catalytic subunit, N-terminal domain	3	3
IPR056456	IFT80, second beta-propeller domain	3	3
IPR056524	Kinesin-like protein KIF6/9, C-terminal	3	3
IPR056729	Mannose-1-phosphate guanyltransferase, C-terminal domain	3	3
IPR056740	Dihydroxy-acid/6-phosphogluconate dehydratase, C-terminal	3	3
IPR057644	WD repeat-containing protein 75, second beta-propeller	3	3
IPR057672	IPO4/5-like, TPR repeats domain	3	3
IPR057678	Domain of unknown function DUF7918	3	3
IPR058650	Mechanosensitive ion channel protein Msy1/2-like, transmembrane domain	3	3
IPR059112	Sulfate transporter CysZ/Etoposide-induced protein 2.4	3	3
IPR012131	Histidinol dehydrogenase	24	2
IPR000692	rRNA 2'-O-methyltransferase fibrillarin-like	20	2
IPR000814	TATA-box binding protein	20	2
IPR001731	Delta-aminolevulinic acid dehydratase	20	2
IPR000417	Hydroxyethylthiazole kinase	18	2
IPR000730	Proliferating cell nuclear antigen, PCNA	18	2
IPR005679	Ribosomal protein uS12, bacteria	18	2
IPR022953	ATP-dependent 6-phosphofructokinase	18	2
IPR001260	Coproporphyrinogen III oxidase, aerobic	16	2
IPR003021	Rad1/Rec1/Rad17	15	2
IPR013497	DNA topoisomerase, type IA, central	15	2
IPR000789	Cyclin-dependent kinase, regulatory subunit	14	2
IPR001083	Copper fist DNA-binding domain	14	2
IPR004155	PBS lyase HEAT-like repeat	14	2
IPR008081	Cytoplasmic FMR1-interacting	14	2
IPR009145	U2 auxiliary factor small subunit	14	2
IPR000308	14-3-3 protein	13	2
IPR001648	Small ribosomal subunit protein bS18	13	2
IPR002041	Ran GTPase	13	2
IPR006183	6-phosphogluconate dehydrogenase	13	2
IPR000114	Large ribosomal subunit protein uL16, bacteria	12	2
IPR000453	Chorismate synthase	12	2
IPR000740	GrpE nucleotide exchange factor	12	2
IPR001289	Nuclear transcription factor Y subunit A	12	2
IPR002113	ADP/ATP carrier protein, eukaryotic type	12	2
IPR002306	Tryptophan-tRNA ligase	12	2
IPR002695	Bifunctional purine biosynthesis protein PurH-like	12	2
IPR002908	Frataxin/CyaY	12	2
IPR003096	Smooth muscle protein/calponin	12	2
IPR007822	Lanthionine synthetase C-like	12	2
IPR008195	Large ribosomal subunit protein eL34	12	2
IPR026588	Choice-of-anchor A domain	12	2
IPR036600	Paired amphipathic helix superfamily	12	2
IPR000425	Major intrinsic protein	11	2
IPR000760	Inositol monophosphatase-like	11	2
IPR000969	FACT complex subunit SSRP1/POB3	11	2
IPR022312	DNA polymerase family X	11	2
IPR000652	Triosephosphate isomerase	10	2
IPR000860	Porphobilinogen deaminase	10	2
IPR001057	Glutamate/acetylglutamate kinase	10	2
IPR001607	Zinc finger, UBP-type	10	2
IPR001661	Glycoside hydrolase, family 37	10	2
IPR001907	ATP-dependent Clp protease proteolytic subunit	10	2
IPR002975	Fungal G-protein, alpha subunit	10	2
IPR004806	UV excision repair protein Rad23	10	2
IPR006168	Glycerol-3-phosphate dehydrogenase, NAD-dependent	10	2
IPR008049	DNA replication licensing factor Mcm6	10	2
IPR022533	Cox20	10	2
IPR000872	Tafazzin	9	2
IPR002292	Ornithine/putrescine carbamoyltransferase	9	2
IPR004057	Epsilon tubulin	9	2
IPR028343	Fructose-1,6-bisphosphatase	9	2
IPR000456	Large ribosomal subunit protein bL17	8	2
IPR000473	Large ribosomal subunit protein bL36	8	2
IPR000807	Imidazoleglycerol-phosphate dehydratase	8	2
IPR000999	Ribonuclease III domain	8	2
IPR001310	Histidine triad (HIT) protein	8	2
IPR001347	SIS domain	8	2
IPR001515	Large ribosomal subunit protein eL32	8	2
IPR001580	Calreticulin/calnexin	8	2
IPR001632	G-protein beta subunit-like, WD40 repeats	8	2
IPR001733	Peptidase S26B	8	2
IPR002008	DNA polymerase family X, beta-like	8	2
IPR002124	Cytochrome c oxidase, subunit Vb	8	2
IPR002189	F-actin-capping protein subunit alpha	8	2
IPR002813	Arginine biosynthesis protein ArgJ	8	2
IPR003698	Lipoyl synthase	8	2
IPR003822	Paired amphipathic helix	8	2
IPR003923	Transcription initiation factor TFIID, subunit 10	8	2
IPR003994	Ubiquitously expressed transcript protein UXT	8	2
IPR004123	Dim1 family	8	2
IPR004709	Na+/H+ exchanger	8	2
IPR004733	Phosphoribosylformylglycinamidine cyclo-ligase	8	2
IPR005756	Large ribosomal subunit protein uL24, eukaryota_archaea	8	2
IPR005990	Inosine-5'-monophosphate dehydrogenase	8	2
IPR006254	Isocitrate lyase	8	2
IPR006369	Protohaem IX farnesyltransferase	8	2
IPR006730	Sestrin	8	2
IPR007275	YTH domain	8	2
IPR008046	DNA replication licensing factor Mcm3	8	2
IPR008580	PPPDE peptidase domain	8	2
IPR011078	Pyridoxal phosphate homeostasis protein	8	2
IPR013724	GIT, Spa2 homology (SHD) domain	8	2
IPR015221	Ubiquitin-related modifier 1	8	2
IPR018810	Uncharacterised protein family UPF0662	8	2
IPR026017	Lumazine-binding domain	8	2
IPR035966	Phosphofructokinase superfamily	8	2
IPR036402	Elongation factor Ts, dimerisation domain superfamily	8	2
IPR039204	Magnesium transporter MRS2-like	8	2
IPR055358	Clathrin heavy-chain repeat	8	2
IPR000131	ATP synthase, F1 complex, gamma subunit	7	2
IPR000243	Peptidase T1A, proteasome beta-subunit	7	2
IPR000268	DNA-directed RNA polymerase subunit RPABC5/Rpb10	7	2
IPR000589	Small ribosomal subunit protein uS15	7	2
IPR001015	Ferrochelatase	7	2
IPR001424	Superoxide dismutase, copper/zinc binding domain	7	2
IPR001602	UPF0047 protein YjbQ-like	7	2
IPR001854	Large ribosomal subunit protein uL29	7	2
IPR002467	Peptidase M24A, methionine aminopeptidase, subfamily 1	7	2
IPR007581	Endonuclease V	7	2
IPR023574	Large ribosomal subunit protein uL4 domain superfamily	7	2
IPR000031	PurE domain	6	2
IPR000283	NADH:ubiquinone oxidoreductase, 75kDa subunit, conserved site	6	2
IPR000313	PWWP domain	6	2
IPR000439	Large ribosomal subunit protein eL15	6	2
IPR000489	Pterin-binding domain	6	2
IPR000509	Large ribosomal subunit protein eL36	6	2
IPR000965	GPR domain	6	2
IPR001044	XPG/Rad2 endonuclease, eukaryotes	6	2
IPR001240	N-(5'phosphoribosyl) anthranilate isomerase (PRAI) domain	6	2
IPR001380	Large ribosomal subunit protein eL13	6	2
IPR001469	ATP synthase, F1 complex, delta/epsilon subunit	6	2
IPR001474	GTP cyclohydrolase I	6	2
IPR001510	Zinc finger, PARP-type	6	2
IPR001533	Pterin 4 alpha carbinolamine dehydratase	6	2
IPR001783	Lumazine-binding protein	6	2
IPR001796	Dihydrofolate reductase domain	6	2
IPR001848	Small ribosomal subunit protein uS10	6	2
IPR001884	Translation elongation factor IF5A-like	6	2
IPR001937	Galactose-1-phosphate uridyl transferase, class I	6	2
IPR002044	Carbohydrate binding module family 20	6	2
IPR002056	Protein import receptor MAS20	6	2
IPR002077	Voltage-dependent calcium channel, alpha-1 subunit	6	2
IPR002139	Ribokinase/fructokinase	6	2
IPR002528	Multi antimicrobial extrusion protein	6	2
IPR002646	Poly A polymerase, head domain	6	2
IPR002842	V-type ATPase subunit E	6	2
IPR002871	NIF system FeS cluster assembly, NifU, N-terminal	6	2
IPR003105	SRA-YDG	6	2
IPR003123	VPS9 domain	6	2
IPR003126	Zinc finger, UBR-type	6	2
IPR003200	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase	6	2
